date,site,region,pm25_ugm3
2016-02-11,Wellington Central (Willis Street),Wellington,5.421
2016-02-11,Woolston,Canterbury,7.005
2016-02-12,Anzac Square,Canterbury,12.846
2016-02-12,Billah Street,Waikato,8.6037
2016-02-12,Hampstead,Canterbury,6.921
2016-02-12,Masterton West (Pownall Street),Wellington,4.888
2016-02-12,Patumahoe,Auckland,4.8
2016-02-12,Penrose,Auckland,8.2
2016-02-12,Plunket AQ,Tasman,9.1
2016-02-12,Rangiora,Canterbury,8.838
2016-02-12,Rotorua at Edmund Rd,Bay of Plenty,7.995
2016-02-12,St Albans,Canterbury,10.796
2016-02-12,Takapuna,Auckland,7.4
2016-02-12,Waimate Kennedy,Canterbury,8.292
2016-02-12,Wainuiomata (Moohan Street),Wellington,6.1
2016-02-12,Wellington Central (Willis Street),Wellington,8.263
2016-02-12,Woolston,Canterbury,7.167
2016-02-13,Anzac Square,Canterbury,6.196
2016-02-13,Billah Street,Waikato,9.70785
2016-02-13,Hampstead,Canterbury,3.763
2016-02-13,Masterton West (Pownall Street),Wellington,1.674
2016-02-13,Patumahoe,Auckland,5.2
2016-02-13,Penrose,Auckland,5.4
2016-02-13,Plunket AQ,Tasman,7.0
2016-02-13,Rangiora,Canterbury,6.208
2016-02-13,Rotorua at Edmund Rd,Bay of Plenty,8.433
2016-02-13,St Albans,Canterbury,9.688
2016-02-13,Takapuna,Auckland,4.4
2016-02-13,Waimate Kennedy,Canterbury,2.538
2016-02-13,Wainuiomata (Moohan Street),Wellington,4.772
2016-02-13,Wellington Central (Willis Street),Wellington,6.963
2016-02-13,Woolston,Canterbury,6.246
2016-02-14,Anzac Square,Canterbury,14.604
2016-02-14,Billah Street,Waikato,5.80701
2016-02-14,Hampstead,Canterbury,10.213
2016-02-14,Masterton West (Pownall Street),Wellington,5.938
2016-02-14,Nelson at St Vincent St,Nelson,7.0
2016-02-14,Patumahoe,Auckland,3.4
2016-02-14,Penrose,Auckland,3.0
2016-02-14,Plunket AQ,Tasman,6.5
2016-02-14,Rangiora,Canterbury,6.665
2016-02-14,Rotorua at Edmund Rd,Bay of Plenty,2.571
2016-02-14,St Albans,Canterbury,10.367
2016-02-14,Takapuna,Auckland,2.8
2016-02-14,Waimate Kennedy,Canterbury,7.517
2016-02-14,Wainuiomata (Moohan Street),Wellington,3.92
2016-02-14,Wellington Central (Willis Street),Wellington,4.842
2016-02-14,Woolston,Canterbury,6.154
2016-02-15,Anzac Square,Canterbury,12.663
2016-02-15,Billah Street,Waikato,7.3725
2016-02-15,Hampstead,Canterbury,6.483
2016-02-15,Patumahoe,Auckland,4.8
2016-02-15,Penrose,Auckland,7.7
2016-02-15,Plunket AQ,Tasman,7.8
2016-02-15,Rangiora,Canterbury,6.883
2016-02-15,Rotorua at Edmund Rd,Bay of Plenty,3.659
2016-02-15,St Albans,Canterbury,11.942
2016-02-15,Takapuna,Auckland,7.7
2016-02-15,Waimate Kennedy,Canterbury,6.433
2016-02-15,Wainuiomata (Moohan Street),Wellington,5.463
2016-02-15,Wellington Central (Willis Street),Wellington,7.821
2016-02-15,Woolston,Canterbury,8.721
2016-02-16,Anzac Square,Canterbury,12.529
2016-02-16,Billah Street,Waikato,3.97861
2016-02-16,Hampstead,Canterbury,4.621
2016-02-16,Patumahoe,Auckland,4.2
2016-02-16,Penrose,Auckland,6.3
2016-02-16,Plunket AQ,Tasman,8.0
2016-02-16,Rangiora,Canterbury,8.021
2016-02-16,Rotorua at Edmund Rd,Bay of Plenty,3.192
2016-02-16,St Albans,Canterbury,12.642
2016-02-16,Takapuna,Auckland,6.6
2016-02-16,Waimate Kennedy,Canterbury,7.575
2016-02-16,Wainuiomata (Moohan Street),Wellington,5.222
2016-02-16,Wellington Central (Willis Street),Wellington,7.05
2016-02-16,Woolston,Canterbury,7.879
2016-02-17,Anzac Square,Canterbury,10.608
2016-02-17,Billah Street,Waikato,3.71833
2016-02-17,Hampstead,Canterbury,3.275
2016-02-17,Nelson at St Vincent St,Nelson,6.0
2016-02-17,Patumahoe,Auckland,4.1
2016-02-17,Penrose,Auckland,5.6
2016-02-17,Plunket AQ,Tasman,7.7
2016-02-17,Rangiora,Canterbury,5.5
2016-02-17,Rotorua at Edmund Rd,Bay of Plenty,3.602
2016-02-17,St Albans,Canterbury,10.092
2016-02-17,Takapuna,Auckland,6.4
2016-02-17,Waimate Kennedy,Canterbury,4.33
2016-02-17,Wainuiomata (Moohan Street),Wellington,2.922
2016-02-17,Wellington Central (Willis Street),Wellington,4.083
2016-02-17,Woolston,Canterbury,7.138
2016-02-18,Anzac Square,Canterbury,8.742
2016-02-18,Billah Street,Waikato,4.59368
2016-02-18,Hampstead,Canterbury,1.495
2016-02-18,Masterton West (Pownall Street),Wellington,2.947
2016-02-18,Patumahoe,Auckland,5.1
2016-02-18,Penrose,Auckland,6.4
2016-02-18,Plunket AQ,Tasman,5.0
2016-02-18,Rangiora,Canterbury,2.7
2016-02-18,Rotorua at Edmund Rd,Bay of Plenty,1.847
2016-02-18,St Albans,Canterbury,5.754
2016-02-18,Takapuna,Auckland,5.9
2016-02-18,Waimate Kennedy,Canterbury,3.111
2016-02-18,Wainuiomata (Moohan Street),Wellington,3.795
2016-02-18,Wellington Central (Willis Street),Wellington,3.458
2016-02-18,Woolston,Canterbury,6.052
2016-02-19,Anzac Square,Canterbury,5.688
2016-02-19,Billah Street,Waikato,5.25222
2016-02-19,Geraldine,Canterbury,2.005
2016-02-19,Hampstead,Canterbury,1.704
2016-02-19,Masterton West (Pownall Street),Wellington,5.275
2016-02-19,Patumahoe,Auckland,3.7
2016-02-19,Penrose,Auckland,5.4
2016-02-19,Plunket AQ,Tasman,3.7
2016-02-19,Rangiora,Canterbury,2.677
2016-02-19,Rotorua at Edmund Rd,Bay of Plenty,2.318
2016-02-19,St Albans,Canterbury,6.263
2016-02-19,Takapuna,Auckland,5.4
2016-02-19,Waimate Kennedy,Canterbury,2.242
2016-02-19,Wainuiomata (Moohan Street),Wellington,4.685
2016-02-19,Wellington Central (Willis Street),Wellington,3.283
2016-02-19,Woolston,Canterbury,4.342
2016-02-20,Anzac Square,Canterbury,8.408
2016-02-20,Billah Street,Waikato,6.36375
2016-02-20,Geraldine,Canterbury,3.326
2016-02-20,Hampstead,Canterbury,3.158
2016-02-20,Masterton West (Pownall Street),Wellington,4.26
2016-02-20,Nelson at St Vincent St,Nelson,4.0
2016-02-20,Patumahoe,Auckland,5.2
2016-02-20,Penrose,Auckland,5.4
2016-02-20,Plunket AQ,Tasman,1.0
2016-02-20,Rangiora,Canterbury,4.3
2016-02-20,Rotorua at Edmund Rd,Bay of Plenty,5.247
2016-02-20,St Albans,Canterbury,9.071
2016-02-20,Takapuna,Auckland,5.7
2016-02-20,Waimate Kennedy,Canterbury,3.988
2016-02-20,Wainuiomata (Moohan Street),Wellington,6.355
2016-02-20,Wellington Central (Willis Street),Wellington,4.267
2016-02-20,Woolston,Canterbury,4.175
2016-02-21,Anzac Square,Canterbury,9.013
2016-02-21,Billah Street,Waikato,6.47028
2016-02-21,Geraldine,Canterbury,6.183
2016-02-21,Hampstead,Canterbury,6.183
2016-02-21,Masterton West (Pownall Street),Wellington,4.474
2016-02-21,Patumahoe,Auckland,3.0
2016-02-21,Penrose,Auckland,4.3
2016-02-21,Plunket AQ,Tasman,5.5
2016-02-21,Rangiora,Canterbury,5.338
2016-02-21,Rotorua at Edmund Rd,Bay of Plenty,3.892
2016-02-21,St Albans,Canterbury,8.217
2016-02-21,Takapuna,Auckland,4.6
2016-02-21,Waimate Kennedy,Canterbury,3.896
2016-02-21,Wainuiomata (Moohan Street),Wellington,6.422
2016-02-21,Wellington Central (Willis Street),Wellington,10.863
2016-02-21,Woolston,Canterbury,4.438
2016-02-22,Anzac Square,Canterbury,7.679
2016-02-22,Billah Street,Waikato,6.32278
2016-02-22,Geraldine,Canterbury,4.858
2016-02-22,Hampstead,Canterbury,5.742
2016-02-22,Masterton West (Pownall Street),Wellington,4.819
2016-02-22,Patumahoe,Auckland,4.3
2016-02-22,Penrose,Auckland,7.6
2016-02-22,Plunket AQ,Tasman,5.2
2016-02-22,Rangiora,Canterbury,4.775
2016-02-22,Rotorua at Edmund Rd,Bay of Plenty,4.059
2016-02-22,St Albans,Canterbury,8.146
2016-02-22,Takapuna,Auckland,6.7
2016-02-22,Wainuiomata (Moohan Street),Wellington,5.398
2016-02-22,Wellington Central (Willis Street),Wellington,3.917
2016-02-22,Woolston,Canterbury,4.7
2016-02-23,Anzac Square,Canterbury,9.667
2016-02-23,Billah Street,Waikato,5.70458
2016-02-23,Geraldine,Canterbury,4.3
2016-02-23,Hampstead,Canterbury,5.854
2016-02-23,Masterton West (Pownall Street),Wellington,3.29
2016-02-23,Nelson at St Vincent St,Nelson,6.0
2016-02-23,Patumahoe,Auckland,5.5
2016-02-23,Penrose,Auckland,5.8
2016-02-23,Plunket AQ,Tasman,6.0
2016-02-23,Rangiora,Canterbury,6.8
2016-02-23,Rotorua at Edmund Rd,Bay of Plenty,6.363
2016-02-23,St Albans,Canterbury,10.1
2016-02-23,Takapuna,Auckland,5.2
2016-02-23,Waimate Kennedy,Canterbury,5.383
2016-02-23,Wainuiomata (Moohan Street),Wellington,3.681
2016-02-23,Wellington Central (Willis Street),Wellington,2.746
2016-02-23,Woolston,Canterbury,6.546
2016-02-24,Anzac Square,Canterbury,10.245
2016-02-24,Billah Street,Waikato,4.4541
2016-02-24,Geraldine,Canterbury,6.718
2016-02-24,Hampstead,Canterbury,4.046
2016-02-24,Masterton West (Pownall Street),Wellington,1.665
2016-02-24,Patumahoe,Auckland,3.9
2016-02-24,Penrose,Auckland,7.2
2016-02-24,Plunket AQ,Tasman,6.1
2016-02-24,Rangiora,Canterbury,6.433
2016-02-24,Rotorua at Edmund Rd,Bay of Plenty,2.971
2016-02-24,St Albans,Canterbury,9.458
2016-02-24,Takapuna,Auckland,7.8
2016-02-24,Waimate Kennedy,Canterbury,5.504
2016-02-24,Wainuiomata (Moohan Street),Wellington,3.244
2016-02-24,Wellington Central (Willis Street),Wellington,8.104
2016-02-24,Woolston,Canterbury,6.35
2016-02-25,Anzac Square,Canterbury,10.686
2016-02-25,Billah Street,Waikato,4.6259
2016-02-25,Geraldine,Canterbury,6.722
2016-02-25,Hampstead,Canterbury,5.95
2016-02-25,Masterton West (Pownall Street),Wellington,2.892
2016-02-25,Patumahoe,Auckland,2.9
2016-02-25,Penrose,Auckland,6.2
2016-02-25,Plunket AQ,Tasman,1.9
2016-02-25,Rangiora,Canterbury,5.039
2016-02-25,Rotorua at Edmund Rd,Bay of Plenty,4.569
2016-02-25,St Albans,Canterbury,10.804
2016-02-25,Takapuna,Auckland,4.4
2016-02-25,Waimate Kennedy,Canterbury,3.413
2016-02-25,Wainuiomata (Moohan Street),Wellington,4.526
2016-02-25,Wellington Central (Willis Street),Wellington,12.238
2016-02-25,Woolston,Canterbury,8.896
2016-02-26,Anzac Square,Canterbury,14.708
2016-02-26,Billah Street,Waikato,3.53882
2016-02-26,Geraldine,Canterbury,7.3
2016-02-26,Hampstead,Canterbury,4.225
2016-02-26,Masterton West (Pownall Street),Wellington,3.249
2016-02-26,Nelson at St Vincent St,Nelson,5.0
2016-02-26,Patumahoe,Auckland,5.6
2016-02-26,Penrose,Auckland,7.1
2016-02-26,Plunket AQ,Tasman,5.2
2016-02-26,Rangiora,Canterbury,3.546
2016-02-26,Rotorua at Edmund Rd,Bay of Plenty,4.01
2016-02-26,St Albans,Canterbury,8.183
2016-02-26,Takapuna,Auckland,5.8
2016-02-26,Waimate Kennedy,Canterbury,4.342
2016-02-26,Wainuiomata (Moohan Street),Wellington,3.601
2016-02-26,Wellington Central (Willis Street),Wellington,2.888
2016-02-26,Woolston,Canterbury,7.063
2016-02-27,Anzac Square,Canterbury,10.342
2016-02-27,Billah Street,Waikato,5.47535
2016-02-27,Central School,Taranaki,2.79
2016-02-27,Geraldine,Canterbury,8.775
2016-02-27,Hampstead,Canterbury,7.629
2016-02-27,Masterton West (Pownall Street),Wellington,1.987
2016-02-27,Patumahoe,Auckland,5.4
2016-02-27,Plunket AQ,Tasman,6.8
2016-02-27,Rangiora,Canterbury,4.604
2016-02-27,Rotorua at Edmund Rd,Bay of Plenty,6.014
2016-02-27,St Albans,Canterbury,8.217
2016-02-27,Takapuna,Auckland,6.8
2016-02-27,Waimate Kennedy,Canterbury,5.917
2016-02-27,Wainuiomata (Moohan Street),Wellington,3.356
2016-02-27,Wellington Central (Willis Street),Wellington,4.458
2016-02-27,Woolston,Canterbury,5.338
2016-02-28,Anzac Square,Canterbury,11.475
2016-02-28,Billah Street,Waikato,3.84951
2016-02-28,Central School,Taranaki,0.92
2016-02-28,Geraldine,Canterbury,9.829
2016-02-28,Hampstead,Canterbury,10.721
2016-02-28,Masterton West (Pownall Street),Wellington,2.842
2016-02-28,Patumahoe,Auckland,2.8
2016-02-28,Plunket AQ,Tasman,0.2
2016-02-28,Rangiora,Canterbury,6.317
2016-02-28,Rotorua at Edmund Rd,Bay of Plenty,2.868
2016-02-28,St Albans,Canterbury,10.388
2016-02-28,Takapuna,Auckland,3.7
2016-02-28,Waimate Kennedy,Canterbury,13.842
2016-02-28,Wainuiomata (Moohan Street),Wellington,4.742
2016-02-28,Wellington Central (Willis Street),Wellington,5.079
2016-02-28,Woolston,Canterbury,5.533
2016-02-29,Anzac Square,Canterbury,7.167
2016-02-29,Billah Street,Waikato,3.69056
2016-02-29,Central School,Taranaki,3.21
2016-02-29,Geraldine,Canterbury,4.779
2016-02-29,Hampstead,Canterbury,5.954
2016-02-29,Masterton West (Pownall Street),Wellington,6.786
2016-02-29,Patumahoe,Auckland,1.9
2016-02-29,Plunket AQ,Tasman,5.5
2016-02-29,Rangiora,Canterbury,5.604
2016-02-29,Rotorua at Edmund Rd,Bay of Plenty,3.906
2016-02-29,St Albans,Canterbury,8.175
2016-02-29,Takapuna,Auckland,4.0
2016-02-29,Waimate Kennedy,Canterbury,3.838
2016-02-29,Wainuiomata (Moohan Street),Wellington,6.353
2016-02-29,Wellington Central (Willis Street),Wellington,6.275
2016-02-29,Woolston,Canterbury,5.604
2016-03-01,Anzac Square,Canterbury,6.796
2016-03-01,Billah Street,Waikato,1.78986
2016-03-01,Central School,Taranaki,3.21
2016-03-01,Geraldine,Canterbury,5.258
2016-03-01,Hampstead,Canterbury,4.858
2016-03-01,Masterton West (Pownall Street),Wellington,5.674
2016-03-01,Nelson at St Vincent St,Nelson,3.0
2016-03-01,Patumahoe,Auckland,2.0
2016-03-01,Penrose,Auckland,4.9
2016-03-01,Plunket AQ,Tasman,7.1
2016-03-01,Rangiora,Canterbury,5.142
2016-03-01,Rotorua at Edmund Rd,Bay of Plenty,1.325
2016-03-01,St Albans,Canterbury,6.975
2016-03-01,Takapuna,Auckland,3.0
2016-03-01,Waimate Kennedy,Canterbury,3.8
2016-03-01,Wainuiomata (Moohan Street),Wellington,3.992
2016-03-01,Wellington Central (Willis Street),Wellington,2.608
2016-03-01,Woolston,Canterbury,4.571
2016-03-02,Anzac Square,Canterbury,8.667
2016-03-02,Billah Street,Waikato,2.51736
2016-03-02,Central School,Taranaki,2.04
2016-03-02,Geraldine,Canterbury,6.675
2016-03-02,Hampstead,Canterbury,5.275
2016-03-02,Masterton West (Pownall Street),Wellington,4.756
2016-03-02,Patumahoe,Auckland,4.2
2016-03-02,Penrose,Auckland,3.9
2016-03-02,Plunket AQ,Tasman,4.4
2016-03-02,Rangiora,Canterbury,4.358
2016-03-02,Rotorua at Edmund Rd,Bay of Plenty,2.226
2016-03-02,St Albans,Canterbury,7.4
2016-03-02,Takapuna,Auckland,2.6
2016-03-02,Waimate Kennedy,Canterbury,4.088
2016-03-02,Wainuiomata (Moohan Street),Wellington,4.523
2016-03-02,Wellington Central (Willis Street),Wellington,4.0
2016-03-02,Woolston,Canterbury,4.613
2016-03-03,Anzac Square,Canterbury,15.713
2016-03-03,Billah Street,Waikato,6.03986
2016-03-03,Central School,Taranaki,2.87
2016-03-03,Geraldine,Canterbury,11.308
2016-03-03,Hampstead,Canterbury,8.408
2016-03-03,Masterton West (Pownall Street),Wellington,4.67
2016-03-03,Patumahoe,Auckland,3.5
2016-03-03,Penrose,Auckland,4.4
2016-03-03,Plunket AQ,Tasman,6.1
2016-03-03,Rangiora,Canterbury,6.917
2016-03-03,Rotorua at Edmund Rd,Bay of Plenty,3.879
2016-03-03,St Albans,Canterbury,9.692
2016-03-03,Takapuna,Auckland,3.8
2016-03-03,Waimate Kennedy,Canterbury,9.642
2016-03-03,Wainuiomata (Moohan Street),Wellington,5.321
2016-03-03,Wellington Central (Willis Street),Wellington,5.921
2016-03-03,Woolston,Canterbury,5.825
2016-03-04,Anzac Square,Canterbury,13.754
2016-03-04,Billah Street,Waikato,5.13681
2016-03-04,Central School,Taranaki,2.58
2016-03-04,Geraldine,Canterbury,9.6
2016-03-04,Hampstead,Canterbury,11.571
2016-03-04,Masterton West (Pownall Street),Wellington,5.731
2016-03-04,Nelson at St Vincent St,Nelson,4.0
2016-03-04,Patumahoe,Auckland,5.0
2016-03-04,Penrose,Auckland,6.5
2016-03-04,Plunket AQ,Tasman,5.0
2016-03-04,Rangiora,Canterbury,6.542
2016-03-04,Rotorua at Edmund Rd,Bay of Plenty,5.604
2016-03-04,St Albans,Canterbury,10.892
2016-03-04,Takapuna,Auckland,4.9
2016-03-04,Waimate Kennedy,Canterbury,8.296
2016-03-04,Wainuiomata (Moohan Street),Wellington,4.523
2016-03-04,Wellington Central (Willis Street),Wellington,9.375
2016-03-04,Woolston,Canterbury,6.796
2016-03-05,Anzac Square,Canterbury,7.538
2016-03-05,Billah Street,Waikato,6.69326
2016-03-05,Central School,Taranaki,1.67
2016-03-05,Geraldine,Canterbury,5.346
2016-03-05,Hampstead,Canterbury,5.696
2016-03-05,Masterton West (Pownall Street),Wellington,3.623
2016-03-05,Patumahoe,Auckland,3.4
2016-03-05,Penrose,Auckland,5.3
2016-03-05,Plunket AQ,Tasman,4.2
2016-03-05,Rangiora,Canterbury,6.117
2016-03-05,Rotorua at Edmund Rd,Bay of Plenty,3.928
2016-03-05,St Albans,Canterbury,10.888
2016-03-05,Takapuna,Auckland,5.5
2016-03-05,Waimate Kennedy,Canterbury,7.258
2016-03-05,Wainuiomata (Moohan Street),Wellington,4.076
2016-03-05,Wellington Central (Willis Street),Wellington,7.721
2016-03-05,Woolston,Canterbury,6.779
2016-03-06,Anzac Square,Canterbury,5.292
2016-03-06,Billah Street,Waikato,3.64549
2016-03-06,Central School,Taranaki,3.79
2016-03-06,Geraldine,Canterbury,5.167
2016-03-06,Hampstead,Canterbury,6.425
2016-03-06,Masterton West (Pownall Street),Wellington,4.41
2016-03-06,Patumahoe,Auckland,3.2
2016-03-06,Penrose,Auckland,3.6
2016-03-06,Plunket AQ,Tasman,2.5
2016-03-06,Rangiora,Canterbury,8.779
2016-03-06,Rotorua at Edmund Rd,Bay of Plenty,3.864
2016-03-06,St Albans,Canterbury,11.171
2016-03-06,Takapuna,Auckland,3.6
2016-03-06,Wainuiomata (Moohan Street),Wellington,5.667
2016-03-06,Wellington Central (Willis Street),Wellington,9.888
2016-03-06,Woolston,Canterbury,6.088
2016-03-07,Anzac Square,Canterbury,7.071
2016-03-07,Billah Street,Waikato,5.0284
2016-03-07,Central School,Taranaki,3.33
2016-03-07,Geraldine,Canterbury,6.567
2016-03-07,Hampstead,Canterbury,6.571
2016-03-07,Masterton West (Pownall Street),Wellington,5.967
2016-03-07,Nelson at St Vincent St,Nelson,3.0
2016-03-07,Patumahoe,Auckland,4.5
2016-03-07,Penrose,Auckland,6.6
2016-03-07,Plunket AQ,Tasman,4.9
2016-03-07,Rangiora,Canterbury,6.075
2016-03-07,Rotorua at Edmund Rd,Bay of Plenty,5.165
2016-03-07,St Albans,Canterbury,10.521
2016-03-07,Takapuna,Auckland,6.0
2016-03-07,Wainuiomata (Moohan Street),Wellington,7.133
2016-03-07,Wellington Central (Willis Street),Wellington,8.93
2016-03-07,Woolston,Canterbury,6.75
2016-03-08,Anzac Square,Canterbury,6.658
2016-03-08,Billah Street,Waikato,5.66521
2016-03-08,Central School,Taranaki,3.87
2016-03-08,Geraldine,Canterbury,6.079
2016-03-08,Hampstead,Canterbury,6.717
2016-03-08,Masterton West (Pownall Street),Wellington,3.967
2016-03-08,Patumahoe,Auckland,4.5
2016-03-08,Penrose,Auckland,6.1
2016-03-08,Plunket AQ,Tasman,4.9
2016-03-08,Rangiora,Canterbury,4.313
2016-03-08,Rotorua at Edmund Rd,Bay of Plenty,4.017
2016-03-08,Takapuna,Auckland,6.3
2016-03-08,Waimate Kennedy,Canterbury,4.667
2016-03-08,Wainuiomata (Moohan Street),Wellington,5.713
2016-03-08,Wellington Central (Willis Street),Wellington,8.842
2016-03-08,Woolston,Canterbury,6.329
2016-03-09,Anzac Square,Canterbury,7.575
2016-03-09,Billah Street,Waikato,5.76243
2016-03-09,Central School,Taranaki,5.71
2016-03-09,Geraldine,Canterbury,7.079
2016-03-09,Hampstead,Canterbury,6.421
2016-03-09,Masterton West (Pownall Street),Wellington,4.749
2016-03-09,Patumahoe,Auckland,5.0
2016-03-09,Penrose,Auckland,7.6
2016-03-09,Plunket AQ,Tasman,5.6
2016-03-09,Rangiora,Canterbury,4.875
2016-03-09,Rotorua at Edmund Rd,Bay of Plenty,4.778
2016-03-09,Takapuna,Auckland,5.8
2016-03-09,Waimate Kennedy,Canterbury,5.846
2016-03-09,Wainuiomata (Moohan Street),Wellington,3.241
2016-03-09,Wellington Central (Willis Street),Wellington,2.208
2016-03-09,Woolston,Canterbury,5.108
2016-03-10,Anzac Square,Canterbury,7.692
2016-03-10,Billah Street,Waikato,3.92694
2016-03-10,Central School,Taranaki,3.29
2016-03-10,Geraldine,Canterbury,3.77
2016-03-10,Hampstead,Canterbury,6.271
2016-03-10,Masterton West (Pownall Street),Wellington,3.539
2016-03-10,Nelson at St Vincent St,Nelson,5.0
2016-03-10,Patumahoe,Auckland,8.0
2016-03-10,Penrose,Auckland,3.6
2016-03-10,Plunket AQ,Tasman,4.9
2016-03-10,Rangiora,Canterbury,4.64
2016-03-10,Rotorua at Edmund Rd,Bay of Plenty,4.944
2016-03-10,St Albans,Canterbury,6.179
2016-03-10,Takapuna,Auckland,7.1
2016-03-10,Waimate Kennedy,Canterbury,6.965
2016-03-10,Wainuiomata (Moohan Street),Wellington,6.726
2016-03-10,Wellington Central (Willis Street),Wellington,8.063
2016-03-10,Woolston,Canterbury,9.883
2016-03-11,Anzac Square,Canterbury,3.292
2016-03-11,Billah Street,Waikato,6.13972
2016-03-11,Central School,Taranaki,5.46
2016-03-11,Geraldine,Canterbury,3.921
2016-03-11,Hampstead,Canterbury,4.054
2016-03-11,Masterton West (Pownall Street),Wellington,8.008
2016-03-11,Penrose,Auckland,8.4
2016-03-11,Plunket AQ,Tasman,6.7
2016-03-11,Rangiora,Canterbury,5.021
2016-03-11,Rotorua at Edmund Rd,Bay of Plenty,3.246
2016-03-11,St Albans,Canterbury,5.383
2016-03-11,Waimate Kennedy,Canterbury,4.679
2016-03-11,Wainuiomata (Moohan Street),Wellington,3.815
2016-03-11,Wellington Central (Willis Street),Wellington,7.25
2016-03-11,Woolston,Canterbury,4.354
2016-03-12,Anzac Square,Canterbury,6.133
2016-03-12,Billah Street,Waikato,5.3866
2016-03-12,Central School,Taranaki,3.33
2016-03-12,Geraldine,Canterbury,5.992
2016-03-12,Hampstead,Canterbury,6.783
2016-03-12,Masterton West (Pownall Street),Wellington,2.917
2016-03-12,Penrose,Auckland,4.7
2016-03-12,Plunket AQ,Tasman,4.3
2016-03-12,Rangiora,Canterbury,5.596
2016-03-12,Rotorua at Edmund Rd,Bay of Plenty,3.651
2016-03-12,St Albans,Canterbury,5.608
2016-03-12,Takapuna,Auckland,2.9
2016-03-12,Waimate Kennedy,Canterbury,7.975
2016-03-12,Wainuiomata (Moohan Street),Wellington,4.008
2016-03-12,Wellington Central (Willis Street),Wellington,2.683
2016-03-12,Woolston,Canterbury,4.946
2016-03-13,Anzac Square,Canterbury,7.179
2016-03-13,Billah Street,Waikato,5.58444
2016-03-13,Central School,Taranaki,2.67
2016-03-13,Geraldine,Canterbury,6.275
2016-03-13,Hampstead,Canterbury,8.475
2016-03-13,Masterton West (Pownall Street),Wellington,3.574
2016-03-13,Nelson at St Vincent St,Nelson,3.0
2016-03-13,Penrose,Auckland,3.5
2016-03-13,Plunket AQ,Tasman,4.4
2016-03-13,Rangiora,Canterbury,5.517
2016-03-13,Rotorua at Edmund Rd,Bay of Plenty,4.572
2016-03-13,St Albans,Canterbury,5.704
2016-03-13,Takapuna,Auckland,5.7
2016-03-13,Waimate Kennedy,Canterbury,9.892
2016-03-13,Wainuiomata (Moohan Street),Wellington,3.657
2016-03-13,Wellington Central (Willis Street),Wellington,5.783
2016-03-13,Woolston,Canterbury,4.683
